Microsoft (R) COFF/PE Dumper Version 14.16.27045.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\Windows\System32\win32kbase.sys

File Type: EXECUTABLE IMAGE

  Section contains the following exports for win32kbase.sys

    00000000 characteristics
    C70CD32F time date stamp
        0.00 version
           1 ordinal base
        2493 number of functions
        2493 number of names

    ordinal hint RVA      name

       2108  839 001D4B80 gTLCInfoLock
       2109  83A 001D5500 gTPTelemState
       2110  83B 001CFCC0 gTPTelemTimings
       2111  83C 001D5610 gTPThresholds
       2112  83D 001D3B60 gTermIO
       2113  83E 001D4F68 gThinwireFileObject
       2114  83F 001D2750 gTimerHashTable
       2115  840 001D2B50 gTimerId
       2116  841 001D0948 gToggleKeys
       2117  842 001CFD18 gTouchPadParameters
       2118  843 001CFFCC gUserPostMessageLimit
       2119  844 001CFFD0 gUserProcessHandleQuota
       2120  845 001D4F70 gVideoFileObject
       2121  846 001CFEF0 gWinStationInfo
       2122  847 001D24B0 gWinstaRunRef
       2123  848 001D4C28 gWndLock
       2124  849 001C7270 gWndsMonitorSnapshotHead
       2125  84A 001964E8 gZero
       2126  84B 001D50D0 g_hbmDesktopPattern
       2127  84C 001D09C8 g_pWallpaperSettings
       2128  84D 001CF3D0 gaefArctan
       2129  84E 001CF3A0 gaefAxisAngle
       2130  84F 001CF3B8 gaefAxisCoord
       2131  850 001CF1F0 gaefSin
       2132  851 001D0660 gafAsyncKeyState
       2133  852 001D0640 gafAsyncKeyStateRecentDown
       2134  853 001D0600 gafRawKeyState
       2135  854 001CFCA0 gafServiceFilterAuditCache
       2136  855 001D4F40 gafServiceFilterAuditStackCache
       2137  856 00191B40 gahti
       2138  857 001D0000 gaptMouse
       2139  858 001CBF88 gapulCvt_VK
       2140  859 001CBF60 gapulCvt_VK_84
       2141  85A 0019A7A0 gargbInitial
       2142  85B 001CC8D0 gasyscur
       2143  85C 001CFF9C gatomFirstPinned
       2144  85D 001D4F90 gatomLastPinned
       2145  85E 001D5078 gbBlockSendInputResets
       2146  85F 001CFF18 gbCleanedUpResources
       2147  860 001CFE48 gbClientDoubleClickSupport
       2148  861 001CFE64 gbConnectCompleted
       2149  862 001CFE68 gbConnected
       2150  863 001CF970 gbDBCSCodePage
       2151  864 001D4F38 gbDITInHitTest
       2152  865 001CFFD4 gbDisableAlpha
       2153  866 001CF954 gbDisableTrappedAcRendering
       2154  867 001D2408 gbEnforceUIPI
       2155  868 001D57D4 gbExitInProgress
       2156  869 001D4F88 gbFirstConnectionDone
       2157  86A 001CFEE0 gbFirstInteractiveSession
       2158  86B 001CF29C gbFullScreen
       2159  86C 001CF280 gbGDIOn
       2160  86D 001D5E44 gbGUISetup
       2161  86E 001D15DC gbGreSessionCleanup
       2162  86F 001CFF54 gbInDestroyHandleTableObjects
       2163  870 001D57E4 gbInVideoPnpCallout
       2164  871 001CF974 gbLockEtw
       2165  872 001D1508 gbLockScreenActive
       2166  873 001D4F28 gbMDEVDisabled
       2167  874 001D07A2 gbMKMouseMode
       2168  875 001CFF69 gbManualDimTimeOut
       2169  876 001D57F8 gbMouseInjectionBlockedOnDIT
       2170  877 001D4F48 gbNoMoreDITHitTest
       2171  878 001CFF20 gbNoMorePowerCallouts
       2172  879 001CFC90 gbOSTestSigningEnabled
       2173  87A 001D2154 gbPendingMonitorOn
       2174  87B 001D2244 gbPendingSleepInput
       2175  87C 001CFF24 gbPowerCalloutsReady
       2176  87D 001CFF1C gbPowerHighPrecisionBrightnessSupported
       2177  87E 001CFEE4 gbRemoteFxSession
       2178  87F 001CFEE8 gbRemoteSession
       2179  880 001D54F0 gbRootPartition
       2180  881 001D24C0 gbSnapShotWindowsAndMonitors
       2181  882 001CFCA8 gbTraceLoggingInitialized
       2182  883 001CFF68 gbTtmEnabled
       2183  884 001D57E0 gbUsingDefaultSectionSize
       2184  885 001CFA30 gbValidateHandleForIL
       2185  886 001CFF28 gbVideoInitialized
       2186  887 001CFA20 gcDITHitTestWaiters
       2187  888 001CFD30 gcDITLuidHitTestWaiters
       2188  889 001D57B0 gcDITMouseInjectionWaiters
       2189  88A 001D151C gcLocalNextGlobalDeviceNumber
       2190  88B 001CFE00 gcSwitchInProgressWaiters
       2191  88C 001D5000 gcSysExpunge
       2192  88D 001CF944 gcTrueTypeFonts
       2193  88E 001D5020 gcachedCaptions
       2194  88F 001CFFE0 gcmsLastTimer
       2195  890 001D57CC gdwAtomicCheckLogSize
       2196  891 001D57D0 gdwAtomicCheckSerial
       2197  892 001CFFC8 gdwDeferWinEvent
       2198  893 001CFF44 gdwDesktopSectionSize
       2199  894 001D5350 gdwExtraInstrumentations
       2200  895 001D4FF0 gdwGTERMFlags
       2201  896 001CFD6C gdwGuiThreads
       2202  897 001CC8A0 gdwHungAppTimeout
       2203  898 001CFD98 gdwHydraHint
       2204  899 001CF298 gdwIMEOpenStatus
       2205  89A 001CFD68 gdwInAtomicOperation
       2206  89B 001D07F0 gdwKeyboardAttributes
       2207  89C 001CFCB0 gdwMDAQThreshold
       2208  89D 001CFCAC gdwMDAQTimeoutDefenseInDepth
       2209  89E 001CFF40 gdwNOIOSectionSize
       2210  89F 001CC160 gdwPUDFlags
       2211  8A0 001CF1D0 gdwPolicyFlags
       2212  8A1 001D2430 gdwServiceFilterAuditCaptureWER
       2213  8A2 001D2434 gdwServiceFilterAuditThrottleMode
       2214  8A3 001D5004 gdwThreadEndSession
       2215  8A4 001D2224 gdwUpdateKeyboard
       2216  8A5 001D24A4 gdwWaitToKillServiceTimeout
       2217  8A6 001D507C gfEnableHexNumpad
       2218  8A7 001CC154 gfEnableWindowsKey
       2219  8A8 001D0810 gfInNumpadHexInput
       2220  8A9 001D2248 gfIsFadingInProgress
       2221  8AA 001D5800 gfKanaToggle
       2222  8AB 001D20F0 gfMonitorPowerInProgress
       2223  8AC 001CC178 gfRecordPnpNotification
       2224  8AD 001D4F78 gfRemotingConsole
       2225  8AE 001CFE50 gfSessionSwitchBlock
       2226  8AF 001D14F8 gfSwitchInProgress
       2227  8B0 001D3DA8 gfade
       2228  8B1 001CF950 gfsCurSignature
       2229  8B2 001D57FC gfsSASModifiersDown
       2230  8B3 001D24A8 gfsSave
       2231  8B4 001CFD70 ghCanActivateForegroundPIDs
       2232  8B5 001CFDA0 ghKbdTblBase
       2233  8B6 001CFEB0 ghRemoteBeepChannel
       2234  8B7 001CFEA8 ghRemoteKeyboardChannel
       2235  8B8 001CFEB8 ghRemoteMouseChannel
       2236  8B9 001CFEA0 ghRemoteThinwireChannel
       2237  8BA 001CFEC0 ghRemoteVideoChannel
       2238  8BB 001CFF90 ghSMSS
       2239  8BC 001D24C8 ghSectionKernelHandleTable
       2240  8BD 001D24D0 ghSectionShared
       2241  8BE 001D3F18 ghWinstaDirectory
       2242  8BF 001D2528 ghbrBlack
       2243  8C0 001D3D88 ghbrHungApp
       2244  8C1 001D2530 ghbrWhite
       2245  8C2 001D0740 ghdcMem
       2246  8C3 001D0738 ghdcMem2
       2247  8C4 001D0D28 ghfmMemory
       2248  8C5 001D0730 ghrgnGDC
       2249  8C6 001D0758 ghrgnInv0
       2250  8C7 001D0750 ghrgnInv1
       2251  8C8 001D0748 ghrgnInv2
       2252  8C9 001D0760 ghrgnInvalid
       2253  8CA 001D0788 ghrgnInvalidSum
       2254  8CB 001D0728 ghrgnSCR
       2255  8CC 001D0720 ghrgnSPB1
       2256  8CD 001D0718 ghrgnSPB2
       2257  8CE 001D0710 ghrgnSW
       2258  8CF 001D0778 ghrgnSWP1
       2259  8D0 001D0708 ghrgnScrl1
       2260  8D1 001D0700 ghrgnScrl2
       2261  8D2 001D06E8 ghrgnScrlDst
       2262  8D3 001D06F0 ghrgnScrlSrc
       2263  8D4 001D06E0 ghrgnScrlValid
       2264  8D5 001D06F8 ghrgnScrlVis
       2265  8D6 001D0770 ghrgnValid
       2266  8D7 001D0768 ghrgnValidSum
       2267  8D8 001D0780 ghrgnVisNew
       2268  8D9 001CF960 ghsemAtmfdInit
       2269  8DA 001CF958 ghsemCLISERV
       2270  8DB 001CF9A8 ghsemDCVisRgn
       2271  8DC 001CF9D8 ghsemDriverMgmt
       2272  8DD 001CF988 ghsemDwmState
       2273  8DE 001CF9E8 ghsemDynamicModeChange
       2274  8DF 001CF968 ghsemFntCache
       2275  8E0 001CF9B0 ghsemGreLock
       2276  8E1 001CF9A0 ghsemHT
       2277  8E2 001D0ED8 ghsemHmgr
       2278  8E3 001CF9C0 ghsemMapRot
       2279  8E4 001CF9C8 ghsemPalette
       2280  8E5 001CF9E0 ghsemPublicPFT
       2281  8E6 001CF980 ghsemRFONTList
       2282  8E7 001CF9D0 ghsemSprite
       2283  8E8 001CF998 ghsemVisRgnPublish
       2284  8E9 001CF990 ghsemVisRgnUniqueness
       2285  8EA 001CF978 ghsemWndobj
       2286  8EB 001D4F8C giDelayedPowerTimeout
       2287  8EC 001CFF6C giDimTimeOutMs
       2288  8ED 001CFF74 giPowerOffTimeOutMs
       2289  8EE 001CFF70 giPowerSessionActivityTimeOutMs
       2290  8EF 001D5838 giScreenSaveTimeOutMs
       2291  8F0 001CFF4C giheCount
       2292  8F1 001CFF48 giheCountPeak
       2293  8F2 001CFF50 giheLast
       2294  8F3 001D3BB8 giosbKbdControl
       2295  8F4 001CF94E gjCurCharset
       2296  8F5 001D06A0 gklp
       2297  8F6 001D5804 gklpBootTime
       2298  8F7 001D4FCC gktp
       2299  8F8 001D580C glMitInGuard
       2300  8F9 001CF9BC glRenderEndDelete
       2301  8FA 001D2440 gliQpcFreq
       2302  8FB 001D54F8 gmsLastTelemetrySentTime
       2303  8FC 001D4FE0 gnDCECount
       2304  8FD 001CFE4C gnPoSessionSwitchBlockCount
       2305  8FE 001D5808 gnRetryReadInput
       2306  8FF 001D4F60 gpAtomickCheckStacks
       2307  900 001D4F58 gpClipFormatExceptionList
       2308  901 001D57D8 gpConsoleShadowDisplayChangeEvent
       2309  902 001D1F78 gpCursorClip
       2310  903 001D0790 gpDispInfo
       2311  904 001D5828 gpDpiKernelModeMetricsCache
       2312  905 001D5820 gpDpiKernelModeMetricsMRUNode
       2313  906 001D09B8 gpEventDiconnectDesktop
       2314  907 001CFDA8 gpEventPnPWainting
       2315  908 001D1468 gpForegroundInfo
       2316  909 001D0ED0 gpGdiSharedMemory
       2317  90A 001CFFA0 gpHandleFlagsMutex
       2318  90B 001D1478 gpHidInput
       2319  90C 001D5360 gpHidInterfaceGuid
       2320  90D 001D1470 gpIOCPDispatcher
       2321  90E 001D1460 gpInputExtensibilityCallout
       2322  90F 001D1F80 gpInputGlobals
       2323  910 001D5008 gpJobsList
       2324  911 001D07F8 gpKL
       2325  912 001D0800 gpKbdNlsTbl
       2326  913 001D0808 gpKbdTbl
       2327  914 001CFC88 gpKernelHandleTable
       2328  915 001D1480 gpKeyboardSensor
       2329  916 001D0D40 gpLockShortDelay
       2330  917 001D09C0 gpMonitorCached
       2331  918 001D52F0 gpMonitorMouse
       2332  919 001D1488 gpMouseSensor
       2333  91A 001D4F80 gpRemoteBeepDevice
       2334  91B 001D09B0 gpRemoteSessionOcclusionEvent
       2335  91C 001D4FF8 gpScancodeMap
       2336  91D 001CFDB0 gpThinWireCache
       2337  91E 001D1458 gpTouchProcessor
       2338  91F 001D0A08 gpW32FastMutex
       2339  920 001D06C0 gpWin32kDriverObject
       2340  921 001D57F0 gpWinEventHooks
       2341  922 001D3D90 gpai
       2342  923 001CFF58 gpbIgnoreSleepInput
       2343  924 001CFF60 gpbInHiberBoot
       2344  925 001D5070 gpbwlList
       2345  926 001D07D8 gpdeskRecalcQueueAttach
       2346  927 001CFC98 gpducstulHead
       2347  928 001CF1C8 gpdwCPUserPreferencesMask
       2348  929 001CFA40 gpepCSRSS
       2349  92A 001CFF78 gpepInit
       2350  92B 001CFE40 gpevtDesktopDestroyed
       2351  92C 001CFE10 gpevtMonitorPowerWaiter
       2352  92D 001CFE38 gpevtPTPOperation
       2353  92E 001CFE28 gpevtQueueReadyForCallout
       2354  92F 001CFE18 gpevtRitReadyForCallOut
       2355  930 001CFE30 gpevtVideoInitialized
       2356  931 001CFE20 gpevtVideoportCallout
       2357  932 001CFF88 gpidLogon
       2358  933 001CFF80 gpidLogonUI
       2359  934 001CFFA8 gpkdiStatic
       2360  935 001D3C00 gpopupMenu
       2361  936 001D4F98 gppiDManipHook
       2362  937 001D5010 gppiForegroundOld
       2363  938 001D07A8 gppiFullscreen
       2364  939 001D07E8 gppiInputProvider
       2365  93A 001D07C8 gppiList
       2366  93B 001D07E0 gppiLockSFW
       2367  93C 001D07B8 gppiScreenSaver
       2368  93D 001D07D0 gppiStarting
       2369  93E 001D4FA0 gppiUserApiHook
       2370  93F 001D09A0 gpqCursor
       2371  940 001D5090 gpqForeground
       2372  941 001D09A8 gpqForegroundPrev
       2373  942 001D06C8 gpresDitCompositionInputSinkQuery
       2374  943 001D06D0 gpresDitMouseInjectionFlush
       2375  944 001D06D8 gpresDitTouchInjection
       2376  945 001D06A8 gpresPTPEventQueue
       2377  946 001CFA00 gpresRender
       2378  947 001CFA28 gpresUser
       2379  948 001CFA18 gpsemDITHitTestWaiters
       2380  949 001CFD38 gpsemDITLuidHitTestWaiters
       2381  94A 001D57B8 gpsemDITMouseInjectionWaiters
       2382  94B 001CFE08 gpsemSwitchInProgressWaiters
       2383  94C 001CFA38 gpsi
       2384  94D 001D3D98 gptCursorAsync
       2385  94E 001CC15C gptInd
       2386  94F 001D07B0 gptSSCursor
       2387  950 001D50A0 gptiBlockInput
       2388  951 001CFA08 gptiCurrent
       2389  952 001D50A8 gptiForeground
       2390  953 001D50B0 gptiLockUpdate
       2391  954 001D0798 gptiManipulationThread
       2392  955 001D5810 gptiModerncoreTimerThread
       2393  956 001D4F30 gptiRit
       2394  957 001D50B8 gptiShutdownNotify
       2395  958 001D4F50 gptiShutdownWaiter
       2396  959 001CFA10 gptiTSRequest
       2397  95A 001D50C0 gptiTasklist
       2398  95B 001CFFE8 gptmrMaster
       2399  95C 001D0AF0 gptmrWD
       2400  95D 001CFFC0 gpusMouseVKey
       2401  95E 001CFF30 gpvSharedAlloc
       2402  95F 001CFF38 gpvSharedBase
       2403  960 001CFD60 gpvWin32kImageBase
       2404  961 001CC610 gpviCPUserPreferences
       2405  962 001D4FD8 gpvwplHungRedraw
       2406  963 001D5AB8 gpwpiFirstWow
       2407  964 001D5098 gpwtiFirst
       2408  965 001D4FA8 grpWinStaList
       2409  966 001D4FE8 grpdeskIODefault
       2410  967 001D5480 grpdeskRitInput
       2411  968 001D5830 grpwinstaLogoff
       2412  969 001D3BA8 gsmsList
       2413  96A 001D3DA0 gspklBaseLayout
       2414  96B 001D4EC0 gspklGlobalActive
       2415  96C 001D50C8 gspwndInternalCapture
       2416  96D 001D2438 gstServiceFilterAuditStackCacheSize
       2417  96E 001CFDC0 gstrBaseWinStationName
       2418  96F 001D3B30 gtmrAdjustmentListHead
       2419  970 001D3B40 gtmrListHead
       2420  971 001D5080 gtmridAccessTimeOut
       2421  972 001CFD9C guKbdTblSize
       2422  973 001D57E8 guiActivateShellWindow
       2423  974 001D5AE0 gulDelayedSwitchAction
       2424  975 001CF948 gulFontInformation
       2425  976 001D24B8 gullUserCritAcquireToken
       2426  977 001CF94C gusLanguageID
       2427  978 001D5850 gwMKButtonState
       2428  979 001CF2A0 gwMKCurrentButton
       2429  97A 000A2540 hCreateKernelEvent
       2430  97B 000E9B30 hCreateKernelTimer
       2431  97C 00050EC0 hCreateSolidBrushInternal
       2432  97D 001CFFB8 hModuleWin
       2433  97E 001CFFB0 hModuleWinKernel
       2434  97F 000860B0 hbmSelectBitmap
       2435  980 000B1B80 hbmSelectBitmapInternal
       2436  981 000341B0 hdcOpenDCW
       2437  982 00040F90 hdevEnumerate
       2438  983 00076120 lNormAngle
       2439  984 0004E500 ldevLoadDriver
       2440  985 0004E7D0 ldevLoadImage
       2441  986 00096C50 ldevLoadInternal
       2442  987 0004EFA0 ldevUnloadImage
       2443  988 001A7B50 luidSystem
       2444  989 001CF274 nCharsets
       2445  98A 00073D30 newpathalloc
       2446  98B 001046F0 pProcessDfbSurfaces
       2447  98C 000538F0 pProcessDfbSurfaces2
       2448  98D 000539E0 pProcessDfbSurfacesInternal
       2449  98E 001CC770 psTcb
       2450  98F 00051CD0 rgbFromColorref
       2451  990 001C7000 s_rgSensorMap
       2452  991 001A7B18 szCOMPOSITIONINPUTQUEUE_NAME
       2453  992 001966D0 szNull
       2454  993 001D2540 szWindowStationDirectory
       2455  994 0010CE40 ulCharsetToCodePage
       2456  995 000AA430 ulColorRefToRGB
       2457  996 0010CBB0 ulGetNearestIndexFromColorref
       2458  997 0006AF60 ulIndexToRGB
       2459  998 000A7100 vAdvanceAETEdges
       2460  999 000248D0 vConvertXformToMatrix
       2461  99A 00051FD0 vDynamicConvertNewSurfaceDCs
        419  99B 000AA360 vFreeDriverInfo2
       2462  99C 00096940 vMarkFreeW32Process
       2463  99D 00094AE0 vMarkFreeW32Thread
       2464  99E 000FE7C0 vMatchAPal
       2465  99F 000A7F10 vMoveNewEdges
       2466  9A0 0007CC40 vRestoreRegion
       2467  9A1 000A77C0 vXSortAETEdges
       2468  9A2 0006F5B0 xxxActivateKeyboardLayout
       2469  9A3 0006DD30 xxxChangeForegroundKeyboardTable
       2470  9A4 00056B50 xxxCreateSystemThreads
        462  9A5 000EB9E0 xxxDisplayDiagBlackScreenDetected
       2471  9A6 00091FF0 xxxDwmCheckProcessSession
       2472  9A7 000A4280 xxxDwmControl
       2473  9A8 000385A0 xxxEnumDisplayMonitors
       2474  9A9 0006F660 xxxInternalActivateKeyboardLayout
       2475  9AA 0006FDC0 xxxInternalToUnicode
       2476  9AB 0005F670 xxxKENLSProcs
       2477  9AC 0005DAF0 xxxKeyEvent
       2478  9AD 0003AAD0 xxxODI_ColorInit
       2479  9AE 0005D750 xxxProcessKeyEvent
       2480  9AF 00071770 xxxRemoteConnect
       2481  9B0 00072BE0 xxxResetDisplayDevice
       2482  9B1 0006E9A0 xxxSafeLoadKeyboardLayoutEx
       2483  9B2 000AB700 xxxSendWinlogonPowerMessage
       2484  9B3 00088080 xxxSetProcessInitState
       2485  9B4 00076180 xxxSystemParametersInfo
       2486  9B5 0006FCB0 xxxToUnicodeEx
       2487  9B6 001526B0 xxxUnloadKeyboardLayout
       2488  9B7 0003B080 xxxUpdatePerUserAccessPackSettings
       2489  9B8 00045530 xxxUserChangeDisplaySettings
       2490  9B9 000634A0 xxxUserPowerCalloutWorker
       2491  9BA 00026DF0 xxxUserProcessCallout
       2492  9BB 00072830 xxxUserSetDisplayConfig
       2493  9BC 0002E590 zzzDestroyQueue

  Summary

        F000 .data
       18000 .edata
       15000 .idata
        1000 .kbdfall
       17000 .pdata
       3C000 .rdata
        F000 .reloc
       23000 .rsrc
      18A000 .text
        5000 GFIDS
        4000 INIT
        1000 NONPAGE
        2000 PAGE
