Microsoft (R) COFF/PE Dumper Version 14.16.27045.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\Windows\System32\win32kfull.sys

File Type: EXECUTABLE IMAGE

  Section contains the following exports for win32kfull.sys

    00000000 characteristics
    521ECAF6 time date stamp
        0.00 version
           1 ordinal base
        2345 number of functions
        2345 number of names

    ordinal hint RVA      name

        552  21B 00005CA0 IsDDCCIInitializeSupported
        553  21C 00005CA0 IsDEVICE_PFTOBJ_pPFFGetSupported
        554  21D 00005CA0 IsDEVLOCKOBJ_bDisposeTrgDcoSupported
        555  21E 00005CA0 IsDEVLOCKOBJ_bPrepareTrgDcoSupported
        556  21F 00005CA0 IsDbgValidateHooksSupported
        557  220 00005CA0 IsDeleteFadeSpriteSupported
        558  221 00005CA0 IsDeleteHrgnClipSupported
        559  222 00005CA0 IsDereferenceClassSupported
        560  223 00005CA0 IsDesktopAllocSupported
        561  224 00005CA0 IsDesktopOpenProcedureSupported
        562  225 00005CA0 IsDestroyDpiMetricsCacheSupported
        563  226 00005CA0 IsDestroyEventHookSupported
        564  227 00005CA0 IsDestroyInputHangInfoSupported
        565  228 00005CA0 IsDestroyPhysicalMonitorSupported
        566  229 00005CA0 IsDestroyProcessHidRequestsSupported
        567  22A 00005CA0 IsDestroyProcessesClassesSupported
        568  22B 00005CA0 IsDestroySMWPSupported
        569  22C 00005CA0 IsDestroyTaskSupported
        570  22D 00005CA0 IsDestroyThreadHidObjectsSupported
        571  22E 00005CA0 IsDestroyThreadsHotKeysSupported
        572  22F 00005CA0 IsDestroyThreadsMessagesSupported
        573  230 00005CA0 IsDestroyThreadsTimersSupported
        574  231 00005CA0 IsDestroyUnlockedCursorSupported
        575  232 00005CA0 IsDestroyWindowStationSupported
        576  233 00005CA0 IsDispBrokerGetCurrentModeImplSupported
        577  234 00005CA0 IsDoPredictionSupported
        578  235 0012CA90 IsDoesPointerHaveSingleCursorSupported
        579  236 00005CA0 IsDrvRealizeHalftonePaletteSupported
        580  237 0007EE80 IsDwmActive
        581  238 00005CA0 IsDwmAsyncNotifyDigitizerActiveContactsWrapSupported
        582  239 00005CA0 IsDwmAsyncNotifyDisplayModeChangeSupported
        583  23A 00005CA0 IsDwmAsyncNotifySessionConnectedSupported
        584  23B 00005CA0 IsDwmDestroyDeviceSpecificResourcesSupported
        585  23C 00005CA0 IsDwmSyncFlushForceRenderAndWaitForBatchSupported
        586  23D 00005CA0 IsDxgkEngAccumD3DPresentBoundsSupported
        587  23E 00005CA0 IsDxgkEngAcquireStableSpriteSupported
        588  23F 00005CA0 IsDxgkEngAcquireStableVisRgnSupported
        589  240 00005CA0 IsDxgkEngAddRedirBitmapD3DDirtyRgnSupported
        590  241 00005CA0 IsDxgkEngBltViaGDISupported
        591  242 00005CA0 IsDxgkEngColorFillViaGDISupported
        592  243 00005CA0 IsDxgkEngDetectGDIPathSupported
        593  244 00005CA0 IsDxgkEngGetClientRectSupported
        594  245 00005CA0 IsDxgkEngGetDCSupported
        595  246 00005CA0 IsDxgkEngGetRedirBitmapSharedHandleSupported
        596  247 00005CA0 IsDxgkEngGetRemoteDeviceCountSupported
        597  248 00005CA0 IsDxgkEngGetRgnDataSupported
        598  249 00005CA0 IsDxgkEngGetWindowRectSupported
        599  24A 00005CA0 IsDxgkEngIsDwmProcessSupported
        600  24B 00005CA0 IsDxgkEngIsRedirectionDCSupported
        601  24C 00005CA0 IsDxgkEngLockVisRgnSupported
        602  24D 00005CA0 IsDxgkEngQueryWin32InfoPlatformSupported
        603  24E 00005CA0 IsDxgkEngReleaseDCSupported
        604  24F 00005CA0 IsDxgkEngReleaseStableSpriteSupported
        605  250 00005CA0 IsDxgkEngReleaseStableVisRgnSupported
        606  251 00005CA0 IsDxgkEngUnlockVisRgnSupported
        607  252 00005CA0 IsDxgkEngWatchVisRgnChangeSupported
        608  253 00005CA0 IsEditionActivateMitInputSupported
        609  254 00005CA0 IsEditionAllocAndLinkThreadPointerDataSupported
        610  255 00005CA0 IsEditionAllocThreadPointerDataSupported
        611  256 00005CA0 IsEditionCancelCoolSwitchSupported
        612  257 00005CA0 IsEditionChangeForegroundQueueForMouseInputSupported
        613  258 00005CA0 IsEditionClientCharToWcharSupported
        614  259 00005CA0 IsEditionCommitMousePosAndMoveSupported
        615  25A 00005CA0 IsEditionComputeInjectorUIPISupported
        616  25B 00005CA0 IsEditionContactVisualizationSupported
        617  25C 0012CA90 IsEditionCoreMsgKSendSupported
        618  25D 00005CA0 IsEditionCreateEdgePalmRejectionZonesSupported
        619  25E 00005CA0 IsEditionDeactivateMitInputSupported
        620  25F 00005CA0 IsEditionDeferWinEventNotifySupported
        621  260 00005CA0 IsEditionDelQEntrySupported
        622  261 00005CA0 IsEditionDelegateCapturePointersSupported
        623  262 00005CA0 IsEditionDestroyEdgePalmRejectionZonesSupported
        624  263 00005CA0 IsEditionDevicePnpNotificationSupported
        625  264 00005CA0 IsEditionDoHotKeysSupported
        626  265 00005CA0 IsEditionDoPointerDPITransformsSupported
        627  266 00005CA0 IsEditionEdgyEnabledSupported
        628  267 00005CA0 IsEditionEdgyProcessInputSupported
        629  268 00005CA0 IsEditionEdgyResetCurrentFrameSupported
        630  269 00005CA0 IsEditionEdgyResetDataFramesSupported
        631  26A 00005CA0 IsEditionEndDeferWinEventNotifySupported
        632  26B 00005CA0 IsEditionExtensibility_WakeMITForInterceptCalloutSupported
        633  26C 00005CA0 IsEditionFinalizeKoreanImeCompStrOnMouseClickSupported
        634  26D 00005CA0 IsEditionFindNodeQueuedMessageSupported
        635  26E 00005CA0 IsEditionFindThreadPointerDataSupported
        636  26F 00005CA0 IsEditionForegroundQAccessibleToMouseProducerSupported
        637  270 00005CA0 IsEditionFreeIMEKeyboardLayoutsSupported
        638  271 00005CA0 IsEditionGetActiveHKLSupported
        639  272 00005CA0 IsEditionGetAppImeCompatFlagsSupported
        640  273 00005CA0 IsEditionGetCompositionInputWindowUIOwnerSupported
        641  274 0012CA90 IsEditionGetDefaultMouseSensitivitySupported
        642  275 00005CA0 IsEditionGetExecutionEvironmentSupported
        643  276 00005CA0 IsEditionGetInputDelegateSupported
        644  277 00005CA0 IsEditionGetInputDesktopIdSupported
        645  278 00005CA0 IsEditionGetLogicalPointForMouseCaptureButtonEventSupported
        646  279 00005CA0 IsEditionGetMouseWheelRoutingModeSupported
        647  27A 00005CA0 IsEditionGetThreadPointerHookDataSupported
        648  27B 00005CA0 IsEditionHandleAltTabCancelSupported
        649  27C 00005CA0 IsEditionHandleAltTabSupported
        650  27D 00005CA0 IsEditionHandleAndPostKeyEventSupported
        651  27E 00005CA0 IsEditionHandleHungWindowSupported
        652  27F 00005CA0 IsEditionHandleMitSignalSupported
        653  280 00005CA0 IsEditionHandleMoveSizeDataOnDestroyMonitorSupported
        654  281 00005CA0 IsEditionHandleRawInputSupported
        655  282 00005CA0 IsEditionHandleSonarKeyEventSupported
        656  283 0012CA90 IsEditionHidAutoRepeatTimeoutSupported
        657  284 00005CA0 IsEditionImmActivateAndUnloadThreadsLayoutSupported
        658  285 00005CA0 IsEditionImmActivateLayoutSupported
        659  286 00005CA0 IsEditionImmActivateThreadsLayoutSupported
        660  287 00005CA0 IsEditionInitGlobalCursorSizesSupported
        661  288 00005CA0 IsEditionInitSystemCharsetInfoForLayoutSupported
        662  289 00005CA0 IsEditionInitializeMoveSizeListSupported
        663  28A 00005CA0 IsEditionInitiateMouseEventProcessingSupported
        664  28B 00005CA0 IsEditionInputExtensibilityCalloutSupported
        665  28C 00005CA0 IsEditionInternalSetCursorPosSupported
        666  28D 00005CA0 IsEditionIsAppForegroundSupported
        667  28E 00005CA0 IsEditionIsCompositeAppOrSelfDisabledSupported
        668  28F 00005CA0 IsEditionIsCompositionInputWindowSupported
        669  290 00005CA0 IsEditionIsGpqForegroundAccessibleSupported
        670  291 00005CA0 IsEditionIsGpqForegroundInaccessibleExplicitSupported
        671  292 00005CA0 IsEditionIsGpqForegroundInaccessibleSupported
        672  293 00005CA0 IsEditionIsHotKeySupported
        673  294 00005CA0 IsEditionIsPointerInputRedirectedSupported
        674  295 00005CA0 IsEditionIsPointerQueuedMessageCoalescableSupported
        675  296 00005CA0 IsEditionIsSASSupported
        676  297 00005CA0 IsEditionIsUsermodeRIMAccessAllowedSupported
        677  298 00005CA0 IsEditionIsWinEventsDeferredSupported
        678  299 00005CA0 IsEditionKeepMachineUpSupported
        679  29A 00005CA0 IsEditionKeyEventLLHookSupported
        680  29B 00005CA0 IsEditionKillAccessibilityTimerSupported
        681  29C 00005CA0 IsEditionLLMouseButtonHookSupported
        682  29D 00005CA0 IsEditionLLMouseWheelHookSupported
        683  29E 00005CA0 IsEditionLegacyTouchPadMouseAllowTapSupported
        684  29F 00005CA0 IsEditionMagnificationMousePositionSupported
        685  2A0 00005CA0 IsEditionMessageBeepSupported
        686  2A1 00005CA0 IsEditionMouseMoveShellResilienceSupported
        687  2A2 00005CA0 IsEditionMouseSpeedHitTestSupported
        688  2A3 00005CA0 IsEditionNotifyShellLanguageHookSupported
        689  2A4 00005CA0 IsEditionPersistUserSPISupported
        690  2A5 00005CA0 IsEditionPhysicalToLogicalDPIPointWithInputDestHintSupported
        691  2A6 00005CA0 IsEditionPointerActivateSupported
        692  2A7 00005CA0 IsEditionPointerParentNotifySupported
        693  2A8 00005CA0 IsEditionPointerSpeedHitTestSupported
        694  2A9 00005CA0 IsEditionPointerWindowHitTestSupported
        695  2AA 00005CA0 IsEditionPostAccessibilitySupported
        696  2AB 00005CA0 IsEditionPostEventMessageSupported
        697  2AC 00005CA0 IsEditionPostInertiaMessageSupported
        698  2AD 00005CA0 IsEditionPostInputMessageSupported
        699  2AE 00005CA0 IsEditionPostMouseMoveToQSupported
        700  2AF 00005CA0 IsEditionPostMouseWheelToForegroundSupported
        701  2B0 00005CA0 IsEditionPostRawMouseInputMessageSupported
        702  2B1 00005CA0 IsEditionPostRitSoundSupported
        703  2B2 00005CA0 IsEditionPostUpdateKeyStateEventSupported
        704  2B3 00005CA0 IsEditionProcessPointerInputAsMouseSupported
        705  2B4 00005CA0 IsEditionPromotePointerSupported
        706  2B5 00005CA0 IsEditionRawInputRequestedForKeyboardSupported
        707  2B6 0012CA90 IsEditionRegAddRemovePointerDeviceSystemMetricKeySupported
        708  2B7 00005CA0 IsEditionRemoveFromMsdListSupported
        709  2B8 00005CA0 IsEditionReportMouseBreakToAccessibilitySupported
        710  2B9 00005CA0 IsEditionResetIMEConversionStatusSupported
        711  2BA 00005CA0 IsEditionResetIMELayoutSupported
        712  2BB 00005CA0 IsEditionRimDeviceReadNotificationSupported
        713  2BC 0012CA90 IsEditionSendCursorSuppressionUpdateSupported
        714  2BD 00005CA0 IsEditionSendIMENotificationSupported
        715  2BE 00005CA0 IsEditionSetAccessibilityTimerSupported
        716  2BF 00005CA0 IsEditionSetForegroundCheckNoActivateSupported
        717  2C0 00005CA0 IsEditionShouldSwapMouseButtonSupported
        718  2C1 00005CA0 IsEditionSpeedHitTestSupported
        719  2C2 00005CA0 IsEditionStopSonarSupported
        720  2C3 00005CA0 IsEditionSynthesizeMouseWheelSupported
        721  2C4 00005CA0 IsEditionSystemGenerateMoveSupported
        722  2C5 00005CA0 IsEditionUnlinkAndFreeThreadPointerDataSupported
        723  2C6 00005CA0 IsEditionUnloadCursorsAndIconsSupported
        724  2C7 00005CA0 IsEditionUpdateAsyncKeyStateSupported
        725  2C8 00005CA0 IsEditionUpdateAsyncKeyStateThreadsSupported
        726  2C9 00005CA0 IsEditionUpdateCursorAsyncSupported
        727  2CA 00005CA0 IsEditionUpdateCursorOnMouseMoveSupported
        728  2CB 00005CA0 IsEditionUpdateCursorSizesSupported
        729  2CC 00005CA0 IsEditionUpdateInputTransformFromHitTestSupported
        730  2CD 00005CA0 IsEditionUpdateModifiersForHotkeySupported
        731  2CE 00005CA0 IsEditionUpdateRawMouseModeSupported
        732  2CF 00005CA0 IsEditionUpdateRemoteLightsSupported
        733  2D0 00005CA0 IsEditionUpdateSASModifiersSupported
        734  2D1 00005CA0 IsEditionUserBeepSupported
        735  2D2 00005CA0 IsEditionValidateKbdNLSTableSupported
        736  2D3 00005CA0 IsEditionWakeInputThreadForPnpSupported
        737  2D4 00005CA0 IsEditionWakeThreadForInputSupported
        738  2D5 00005CA0 IsEditionxxxBroadcastSPIChangeSupported
        739  2D6 00005CA0 IsEditionxxxSystemParametersInfoWorkerSupported
        740  2D7 00005CA0 IsEnableHalftoneSupported
        741  2D8 00005CA0 IsEngBitBltSupported
        742  2D9 00005CA0 IsEngCopyBitsSupported
        743  2DA 00005CA0 IsEngFreeModuleSupported
        744  2DB 00005CA0 IsEnsurePointerDeviceHasMonitorSupported
        745  2DC 00005CA0 IsEnterEditionCritSupported
        746  2DD 00005CA0 IsFVisCountableSupported
        747  2DE 00005CA0 IsFadeDesktopSupported
        748  2DF 00005CA0 IsFinishStockFontInitSupported
        749  2E0 00005CA0 IsFinishStockFontReinitSupported
        750  2E1 00005CA0 IsFlushWEFCOMPOSITEDDCEBoundsSupported
        751  2E2 00005CA0 IsFontDriverQueryRoutineSupported
        752  2E3 00005CA0 IsFreeAllSpbsSupported
        753  2E4 00005CA0 IsFreeClientOnWindowDestructionSupported
        754  2E5 00005CA0 IsFreeDdeXactSupported
        755  2E6 00005CA0 IsFreeDesktopSupported
        756  2E7 00005CA0 IsFreeDeviceInfoSupported
        757  2E8 00005CA0 IsFreeHidDataSupported
        758  2E9 00005CA0 IsFreeHookSupported
        759  2EA 00005CA0 IsFreeHwndListSupported
        760  2EB 00005CA0 IsFreeImeHotKeysSupported
        761  2EC 00005CA0 IsFreeInputContextSupported
        762  2ED 00005CA0 IsFreeMessageListSupported
        763  2EE 00005CA0 IsFreeNonCachedUserMemSupported
        764  2EF 00005CA0 IsFreePointerDeviceCalDataSupported
        765  2F0 00005CA0 IsFreePointerDeviceCalibrationInfoSupported
        766  2F1 0012CA90 IsFreePointerDeviceSupported
        767  2F2 00005CA0 IsFreeProcessMessageFilterSupported
        768  2F3 00005CA0 IsFreeSMSSupported
        769  2F4 00005CA0 IsFreeThreadsWinEventsSupported
        770  2F5 00005CA0 IsFreeThreadsWindowHooksSupported
        771  2F6 00005CA0 IsFreeTimerSupported
        772  2F7 00005CA0 IsFreeWindowStationSupported
        773  2F8 00005CA0 IsFreezeThawTimersSupported
        774  2F9 00005CA0 IsGatherDeviceInfoSummaryInformationSupported
        775  2FA 00005CA0 IsGdiMultiUserFontCleanupSupported
        776  2FB 00005CA0 IsGdiThreadCalloutFlushUserBatchSupported
        777  2FC 00005CA0 IsGetAppCompatFlags2QuadWordSupported
        778  2FD 00005CA0 IsGetAppCompatFlags2Supported
        779  2FE 00005CA0 IsGetAppCompatFlagsSupported
        780  2FF 00005CA0 IsGetClassPtrSupported
        781  300 00005CA0 IsGetColorManagementCapsSupported
        782  301 00005CA0 IsGetDbgTagFlagsSupported
        783  302 00005CA0 IsGetDefaultPTPConfigurationSupported
        784  303 00005CA0 IsGetDesktopHeapSizeSupported
        785  304 00005CA0 IsGetDesktopViewSupported
         10  305 00005CA0 IsGetDpiSettingSupported
         11  306 00005CA0 IsGetDpiSettingWithNoDefaultSupported
        786  307 00005CA0 IsGetInputSensorThreadingModelSupported
        787  308 00005CA0 IsGetInputTransformListSupported
        788  309 00005CA0 IsGetJournallingQueueSupported
        789  30A 00005CA0 IsGetLayeredOrRedirectedParentSupported
        790  30B 00005CA0 IsGetMAPPER_SignatureTableSupported
        791  30C 00005CA0 IsGetMaxGdiHandleCountSupported
        792  30D 00005CA0 IsGetMaxOpenRetriesSupported
        793  30E 00005CA0 IsGetMiPInputTransformSupported
        794  30F 00005CA0 IsGetPTPShellTargetSupported
        795  310 00005CA0 IsGetPanCopyBitsSupported
        796  311 00005CA0 IsGetPenArbitrationTypeSupported
        797  312 00005CA0 IsGetPenHoldTimeSupported
        798  313 00005CA0 IsGetPowerTransitionsStateSupported
        799  314 00005CA0 IsGetRedirectionBitmapSupported
        800  315 00005CA0 IsGetRipFlagsSupported
        801  316 00005CA0 IsGetSMSLookasideSupported
        802  317 00005CA0 IsGetStyleWindowSupported
        803  318 00005CA0 IsGetTouchHoldTimeSupported
        804  319 0012CA90 IsGetUndimSourceInputTypeMaskSupported
        805  31A 00005CA0 IsGetUserHandednessSupported
        806  31B 0012CA90 IsGetWakeSourceInputTypeMaskSupported
         12  31C 00005CA0 IsGetWin8StyleDpiSettingFromRegistrySupported
        807  31D 00005CA0 IsGetgForceFontAssocCodePageSupported
        808  31E 00005CA0 IsGetgSystemAnsiCodePageSupported
        809  31F 00005CA0 IsGetgSystemOemCodePageSupported
        810  320 00005CA0 IsGetgbFinishDefGUIFontInitSupported
        811  321 00005CA0 IsGetgfSwitchInProgressSupported
        812  322 00005CA0 IsGetghsemEnableEUDCSupported
        813  323 00005CA0 IsGetglpSetupProgramsSupported
        814  324 00005CA0 IsGetgpBmpDevSupported
        815  325 00005CA0 IsGetgpDefITableSupported
        816  326 00005CA0 IsGetgpPFTDeviceSupported
        817  327 00005CA0 IsGetgpPublicObjectListSupported
        818  328 00005CA0 IsGetgpRedirDevSupported
        819  329 00005CA0 IsGetgpastrSetupExeSupported
        820  32A 00005CA0 IsGetgpfmffTableSupported
        821  32B 00005CA0 IsGetgpfsTableSupported
        822  32C 00005CA0 IsGetgpniFontsDirectoryAndScratchSupported
        823  32D 00005CA0 IsGetgptoSupported
        824  32E 00005CA0 IsGetgpwszFamilyDefaultFontsSupported
        825  32F 00005CA0 IsGetguiKeyboardCorrectionCalloutTimeoutSupported
        826  330 00005CA0 IsGetgvsStateSupported
        827  331 00005CA0 IsGetpbwlCacheSupported
        828  332 00005CA0 IsGreDeleteClientObjSupported
        829  333 00005CA0 IsGreDeleteWndSupported
        830  334 00005CA0 IsGreFlushSupported
        831  335 00005CA0 IsGreGetAspectRatioFilterSupported
        832  336 00005CA0 IsGreGetRandomRgnSupported
        833  337 00005CA0 IsGreHidePointerSupported
        834  338 00005CA0 IsGreHideSpritesSupported
        835  339 00005CA0 IsGreHintDCWndSupported
        836  33A 00005CA0 IsGreIsCurrentProcessSystemCriticalSupported
        837  33B 00005CA0 IsGreMovePointerSupported
        838  33C 00005CA0 IsGrePolyBezierSupported
        839  33D 00005CA0 IsGrePolyBezierToSupported
        840  33E 00005CA0 IsGrePolyPolygonSupported
        841  33F 00005CA0 IsGrePolyPolylineSupported
        842  340 00005CA0 IsGrePolylineToSupported
        843  341 00005CA0 IsGreSelectFontSupported
        844  342 00005CA0 IsGreSelectRedirectionBitmapSupported
        845  343 00005CA0 IsGreSetBitmapBitsSupported
        846  344 00005CA0 IsGreWaitForTextReadySupported
        847  345 00005CA0 IsGrepSfmRemoveSurfacesSupported
        848  346 00005CA0 IsHT_DestroyDeviceHalftoneInfoSupported
        849  347 00005CA0 IsHWCursorUpdatePointerSupported
        850  348 00005CA0 IsHandleDisplayChangeForInactiveDesktopsSupported
        851  349 00005CA0 IsHandlePTPTelemetrySupported
        852  34A 00005CA0 IsHasHidTableSupported
        853  34B 00005CA0 IsHasInputTransformSupported
        854  34C 000574A0 IsHungWindow
        855  34D 00005CA0 IsIAMKeyAcquiredSupported
        856  34E 00005CA0 IsInitClipFormatExceptionListSupported
        857  34F 00005CA0 IsInitClipboardILDefSupported
        858  350 00005CA0 IsInitDwmInputProcessingSupported
        859  351 00005CA0 IsInitFNTCacheSupported
        860  352 00005CA0 IsInitFunctionTablesSupported
        861  353 00005CA0 IsInitKeyboardStateSupported
        862  354 00005CA0 IsInitMessageTablesSupported
        863  355 00005CA0 IsInitModuleAllocationsSupported
        864  356 00005CA0 IsInitOLEFormatsSupported
        865  357 00005CA0 IsInitPlaySoundSupported
        866  358 00005CA0 IsInitProcessSystemDpiSupported
        867  359 00005CA0 IsInitRotationManagerSupported
        868  35A 00005CA0 IsInitSMSLookasideSupported
        869  35B 00005CA0 IsInitTimerCoalescingSupported
        870  35C 00005CA0 IsInitializeFeedbackDataSupported
        871  35D 00005CA0 IsInitializeGdiCrossSessionGlobalsSupported
        872  35E 00005CA0 IsInitializeHidRequestListSupported
        873  35F 00005CA0 IsInitializeMediaChangeSupported
        874  360 0012CA90 IsInitializeNavigationWindowRegistrySupported
        875  361 00005CA0 IsInitializePointerDevicesPresenceStateSupported
        876  362 00005CA0 IsInitializePointerPredictionSupported
        877  363 00005CA0 IsInitializeTouchPadSysParamsSupported
        878  364 00005CA0 IsInitializeWin32CrossSessionGlobalsSupported
        879  365 00005CA0 IsInitializeWin32PoolTrackingSupported
        880  366 00005CA0 IsInkProcessorIsInkDeviceSupported
        881  367 00005CA0 IsInkProcessorOnPointerMessagePostedSupported
        882  368 00005CA0 IsInkProcessorOnThreadExitSupported
        883  369 00005CA0 IsInputTransformOnInputSupported
        884  36A 00005CA0 IsIsCurrentDesktopComposedSupported
        885  36B 00005CA0 IsIsDwmActiveSupported
        886  36C 00005CA0 IsIsHungWindowSupported
        887  36D 00005CA0 IsIsKeyStateCachedSupported
        888  36E 00005CA0 IsIsLegacyTouchPadDeviceSupported
        889  36F 00005CA0 IsIsMessageOnlyWindowSupported
        890  370 00005CA0 IsIsMouseDeviceOnIgnoreListSupported
        891  371 00005CA0 IsIsNativeSubSystemTypeSupported
        892  372 00005CA0 IsIsPTPInputEnabledSupported
        893  373 00005CA0 IsIsPointerInputTypeRedirectedSupported
        894  374 00005CA0 IsIsPrecisionTouchPadEnabledSupported
        895  375 00005CA0 IsIsProcessForegroundSupported
        896  376 00005CA0 IsIsRemoteConnectionSupported
        897  377 00015690 IsKeyStateCached
        898  378 00005CA0 IsLW_BrushInitSupported
        899  379 00005CA0 IsLeaveEditionCritSupported
        900  37A 00114E20 IsLegacyTouchPadDevice
        901  37B 00005CA0 IsLockQCursorSupported
        902  37C 00005CA0 IsMNFlushDestroyedPopupsSupported
        903  37D 00005CA0 IsMNUnlinkDelayedFreePopupsSupported
        904  37E 00005CA0 IsMSGSQMRemoveProcessSupported
        905  37F 00005CA0 IsMagContextDestroySupported
        906  380 00005CA0 IsMagContextInitializeSupported
        907  381 00005CA0 IsMagContextThreadCalloutSupported
        908  382 00005CA0 IsMagpRevokeInputTransfromSupported
        909  383 00005CA0 IsMapDesktopSupported
        910  384 000C7540 IsMessageOnlyWindow
        911  385 0012CA90 IsModerncoreAtomTableSupported
        912  386 0012CA90 IsModerncorePowerDimMonitorSupported
        913  387 0012CA90 IsModerncorePowerOffMonitorSupported
        914  388 0012CA90 IsModerncorePowerOnMonitorSupported
        915  389 0012CA90 IsModerncorePowerUnDimMonitorSupported
        916  38A 0012CA90 IsModerncoreUserPowerInfoCalloutSupported
        917  38B 00005CA0 IsMonitorAPIProcessTerminatingSupported
        918  38C 001152F0 IsMouseDeviceOnIgnoreList
        919  38D 00005CA0 IsMulDestroyBrushInternalSupported
        920  38E 00005CA0 IsMulGetAdditionalFunctionTableSupported
        921  38F 00005CA0 IsMulProcessChildRedirectionDfbSurfaces2Supported
        922  390 00005CA0 IsMulProcessChildRedirectionDfbSurfacesSupported
        923  391 00005CA0 IsMulReplaceRedirectionChildSupported
        924  392 00005CA0 IsMultiUserCleanupPathAllocSupported
        925  393 00005CA0 IsMultiUserGreDeleteScriptsSupported
        926  394 0012C770 IsNativeSubSystemType
        927  395 00005CA0 IsNineGridRenderingSupported
        928  396 00005CA0 IsNtGdiFastPolyPolylineSupported
        929  397 00005CA0 IsNtGdiFlushUserBatchSupported
        930  398 00005CA0 IsOkayToCloseDesktopSupported
        931  399 00005CA0 IsOkayToCloseWindowStationSupported
        932  39A 00005CA0 IsPDEVOBJ_bCreateDefaultBrushesSupported
        933  39B 00005CA0 IsPDEVOBJ_bCreateHalftoneBrushesSupported
        934  39C 00005CA0 IsPDEVOBJ_bDisableHalftoneSupported
        935  39D 00005CA0 IsPDEVOBJ_vProfileDriverSupported
        936  39E 00005CA0 IsPFTOBJ_bUnloadWorkhorseSupported
        937  39F 001BBDF0 IsPTPInputEnabled
        938  3A0 00005CA0 IsPackAffectedThreadsFromThreadCleanupSupported
        939  3A1 00005CA0 IsPaintScreenBackgroundSupported
        940  3A2 00005CA0 IsPanningGetFunctionTableSupported
        941  3A3 00005CA0 IsParseWindowStationSupported
        942  3A4 00005CA0 IsPatchThreadWindowsSupported
        943  3A5 00005CA0 IsPerformTargetingWithinPwndSupported
        944  3A6 00005CA0 IsPointerInfoCopyOutHelperInternalSupported
        945  3A7 001DD860 IsPointerInputTypeRedirected
        946  3A8 00005CA0 IsPointerPromotionGetCurrentPointerIdSupported
        947  3A9 00005CA0 IsPointerPromotionOnPointerInputRetrievalSupported
        948  3AA 00005CA0 IsPopAndFreeAlwaysW32ThreadLockSupported
        949  3AB 00005CA0 IsPopAndFreeW32ThreadLockSupported
        950  3AC 00005CA0 IsPopW32ThreadLockSupported
        951  3AD 00005CA0 IsPostIAMShellHookMessageExSupported
        952  3AE 00005CA0 IsPostMousePointerLeaveAndCleanupSupported
        953  3AF 00005CA0 IsPostPlaySoundMessageSupported
        954  3B0 00005CA0 IsPostPointerDeviceInRangeMessageSupported
        955  3B1 00005CA0 IsPostPointerDeviceOutOfRangeMessageSupported
        956  3B2 00005CA0 IsPostPointerEventMessageSupported
        957  3B3 00005CA0 IsPowerOffGdiSupported
        958  3B4 00005CA0 IsPowerOnGdiSupported
        959  3B5 00005CA0 IsPowerStateTasksAllowedSupported
        960  3B6 0012AA60 IsPrecisionTouchPadEnabled
        961  3B7 00005CA0 IsPrepareGammaRampDataSupported
        962  3B8 00005CA0 IsProcessDelayedSdcSupported
        963  3B9 001C35E0 IsProcessForeground
        964  3BA 00005CA0 IsProcessHidRawInputSupported
        965  3BB 00005CA0 IsPushW32ThreadLockSupported
        966  3BC 0012CA90 IsQueryInertiaStatusSupported
        967  3BD 00005CA0 IsQueueNotifyMessageSupported
        968  3BE 00005CA0 IsRFONTOBJ_dtorHelperSupported
        969  3BF 00005CA0 IsRFONTOBJ_vConstructPRFONTSupported
        970  3C0 00005CA0 IsRFONTOBJ_vDeleteRFONTSupported
        971  3C1 00005CA0 IsRawInputThreadSupported
        972  3C2 00005CA0 IsRecolorDeskPatternSupported
        973  3C3 00005CA0 IsRecreateTouchInjectionDevicesSupported
        974  3C4 00005CA0 IsReferenceClassSupported
        975  3C5 00005CA0 IsReferenceWindowStationSupported
        976  3C6 00005CA0 IsReleaseWallpaperSettingsSupported
        977  3C7 000544A0 IsRemoteConnection
        978  3C8 00005CA0 IsRemoveInputDevicesSupported
        979  3C9 00005CA0 IsRemoveMagnificationOutputTransformSupported
        980  3CA 00005CA0 IsRemoveProcessFromJobSupported
        981  3CB 00005CA0 IsRemoveThreadSwitchWindowInfoSupported
        982  3CC 00005CA0 IsResetEdgyDataOwnershipForCurrentThreadSupported
        983  3CD 00005CA0 IsResetLastSeenFrameIdSupported
        984  3CE 00005CA0 IsRestoreGammaRampSupported
        985  3CF 00005CA0 IsResumeThreadQueueSupported
        986  3D0 00005CA0 IsRetrieveCalibrationDataSupported
        987  3D1 00005CA0 IsRevalidateDCESupported
        988  3D2 00005CA0 IsSFMLOGICALSURFACEREF_vDestructorSupported
        989  3D3 00005CA0 IsSFMLOGICALSURFACE_CreateHLSURFCloneSupported
        990  3D4 00005CA0 IsSanitizeRIMCOMPLETEFRAMESupported
        991  3D5 00005CA0 IsSend3FingerTapHotkeySupported
        992  3D6 00005CA0 IsSend4FingerTapHotkeySupported
        993  3D7 00005CA0 IsSendMsgCleanupSupported
        994  3D8 00005CA0 IsSendPTPAsMouseSupported
        995  3D9 00005CA0 IsSendPTPCancelInertiaSupported
        996  3DA 00005CA0 IsSendPTPEndInertiaSupported
        997  3DB 00005CA0 IsSetAppCompatFlagsSupported
