Microsoft (R) COFF/PE Dumper Version 14.16.27045.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\Windows\System32\win32kfull.sys

File Type: EXECUTABLE IMAGE

  Section contains the following exports for win32kfull.sys

    00000000 characteristics
    521ECAF6 time date stamp
        0.00 version
           1 ordinal base
        2345 number of functions
        2345 number of names

    ordinal hint RVA      name

         13  3DC 00005CA0 IsSetDpiScalingSettingSupported
         14  3DD 00005CA0 IsSetDpiSettingSupported
        998  3DE 00005CA0 IsSetForegroundPrioritySupported
        999  3DF 00005CA0 IsSetManifestWinVerSupported
       1000  3E0 00005CA0 IsSetManipulationInputTargetTransformSupported
       1001  3E1 00005CA0 IsSetNewForegroundQueueSupported
       1002  3E2 00005CA0 IsSetPointerSupported
       1003  3E3 00005CA0 IsSetRITTimerSupported
       1004  3E4 00005CA0 IsSetTimerCoalescingToleranceSupported
       1005  3E5 00005CA0 IsSetUserPTPEnabledPreferenceSupported
       1006  3E6 00005CA0 IsSetWakeBitSupported
       1007  3E7 00005CA0 IsSetupClassAtomsSupported
       1008  3E8 00005CA0 IsShouldSendCursorNotificationForExtensibilitySupported
       1009  3E9 0012CA90 IsShutdownNavigationWindowRegistrySupported
       1010  3EA 00005CA0 IsSpbCheckDceSupported
       1011  3EB 00005CA0 IsSqmPenDownCountSupported
       1012  3EC 00005CA0 IsSqmPointerDeviceDownSupported
       1013  3ED 00005CA0 IsStartScreenSaverSupported
       1014  3EE 00005CA0 IsStopFadeSupported
       1015  3EF 00005CA0 IsSuspendThreadQueueSupported
       1016  3F0 00005CA0 IsTelemPTPConfigUpdateSupported
       1017  3F1 00005CA0 IsTelemetryAssertsSupported
       1018  3F2 00005CA0 IsTraceLoggingPTPAAPKeyPressSupported
       1019  3F3 00005CA0 IsTraceLoggingPTPWarpBackSupported
       1020  3F4 00005CA0 IsTraceLoggingUserIsActiveSupported
       1021  3F5 00005CA0 IsTransformForInputMagnificationSupported
       1022  3F6 00005CA0 IsTransitionCursorSuppressionStateSupported
       1023  3F7 00005CA0 IsTrapAppContainerRenderingSupported
       1024  3F8 00005CA0 IsUIPISQMStatusSupported
       1025  3F9 00005CA0 IsUMPDCachedResourceCleanupSupported
       1026  3FA 00005CA0 IsUMPDDrvDeleteDeviceBitmapSupported
       1027  3FB 00005CA0 IsUMPDEngFreeUserMemSupported
       1028  3FC 00005CA0 IsUMPDOBJ_bCleanupSupported
       1029  3FD 00005CA0 IsUMPD_ldevLoadDriverSupported
       1030  3FE 00005CA0 IsUMPD_ldevUnloadImageSupported
       1031  3FF 00005CA0 IsUmfdIsCurrentProcessUmfdHostNoLockSupported
       1032  400 00005CA0 IsUmfdSessionInitializeSupported
       1033  401 00005CA0 IsUmfdSessionUninitializeSupported
       1034  402 00005CA0 IsUmfdUninitializeProcessSupported
       1035  403 00005CA0 IsUmfdUninitializeThreadSupported
       1036  404 00005CA0 IsUninitRotationManagerSupported
       1037  405 00005CA0 IsUninitializeWin32CrossSessionGlobalsSupported
       1038  406 00005CA0 IsUninitializeWin32PoolTrackingSupported
       1039  407 00005CA0 IsUnlockCaptureWindowSupported
       1040  408 00005CA0 IsUnmapDesktopSupported
       1041  409 00005CA0 IsUnreferenceUndispatchedFrameListSupported
       1042  40A 00005CA0 IsUntrapAppContainerRenderingSupported
       1043  40B 00005CA0 IsUpdateDesktopThresholdsSupported
       1044  40C 00005CA0 IsUpdateGammaRampOnDeviceSupported
       1045  40D 00005CA0 IsUpdatePTPConfigFromRegistrySupported
       1046  40E 00005CA0 IsUpdatePointerDeviceSystemMetricsSupported
       1047  40F 00005CA0 IsUpdateRedirectedDCESupported
       1048  410 00005CA0 IsUpdateWindowMonitorSupported
       1049  411 00005CA0 IsUserDetachQueueFromInputWindowApiExtSupported
       1050  412 0012CA90 IsUserEnableConsoleModeSupported
       1051  413 00005CA0 IsUserGetHipDeviceInfoSupported
       1052  414 00005CA0 IsUserGetRedirectedWindowOriginSupported
       1053  415 00005CA0 IsUserJobCalloutSupported
       1054  416 00005CA0 IsUserRecreateRedirectionBitmapSupported
       1055  417 00005CA0 IsUserResetPointerSupported
       1056  418 00005CA0 IsUserValidateAndAttachQueueToInputWindowApiExtSupported
       1057  419 00005CA0 IsUserkTraceLoggingSupported
       1058  41A 00005CA0 IsValidateDeviceSignatureSupported
       1059  41B 00005CA0 IsValidatePointerOffsetSupported
       1060  41C 00005CA0 IsValidatetagWNDLayoutSupported
       1061  41D 00005CA0 IsVerifierEngFreeMemSupported
       1062  41E 00005CA0 IsVerifierInitializationSupported
       1063  41F 00005CA0 IsVerifySyncOnlyMessagesSupported
       1064  420 00005CA0 IsVerifyTcbPrivilegesSupported
       1065  421 00005CA0 IsW32kCddClipRegionSupported
       1066  422 00005CA0 IsW32kCddDisableGdiHwAccelerationSupported
       1067  423 00005CA0 IsW32kCddIsNullBrushSupported
       1068  424 00005CA0 IsW32kCddLineToSupported
       1069  425 00005CA0 IsW32kCddStrokePathSupported
       1070  426 00005CA0 IsW32kGenerateMoveDataSupported
       1071  427 00005CA0 IsW32pProcessCalloutSupported
       1072  428 00005CA0 IsW32pThreadCalloutSupported
       1073  429 00005CA0 IsWakeRITForConfigSwitchSupported
       1074  42A 00005CA0 IsWin32AllocPagedLookasideListImplSupported
       1075  42B 00005CA0 IsWin32AllocPoolImplSupported
       1076  42C 00005CA0 IsWin32AllocPoolWithPriorityImplSupported
       1077  42D 00005CA0 IsWin32AllocPoolWithQuotaImplSupported
       1078  42E 00005CA0 IsWin32AllocateFromPagedLookasideListImplSupported
       1079  42F 00005CA0 IsWin32FreePagedLookasideListImplSupported
       1080  430 00005CA0 IsWin32FreePoolImplSupported
       1081  431 00005CA0 IsWin32FreeToPagedLookasideListImplSupported
       1082  432 00005CA0 IsWin32UAFMAllocPagedLookasideListImplSupported
       1083  433 00005CA0 IsWin32UAFMAllocPoolImplSupported
       1084  434 00005CA0 IsWin32UAFMAllocPoolWithPriorityImplSupported
       1085  435 00005CA0 IsWin32UAFMAllocPoolWithQuotaImplSupported
       1086  436 00005CA0 IsWin32UAFMAllocateFromPagedLookasideListImplSupported
       1087  437 00005CA0 IsWin32UAFMFreePagedLookasideListImplSupported
       1088  438 00005CA0 IsWin32UAFMFreePoolImplSupported
       1089  439 00005CA0 IsWin32UAFMFreeToPagedLookasideListImplSupported
       1090  43A 00005CA0 IsWindowStationOpenProcedureSupported
       1091  43B 00005CA0 IsWritePTPSettingValuesSupported
       1092  43C 00005CA0 IsXDCOBJ_vCleanupColorTransformSupported
       1093  43D 00005CA0 IsXDCOBJ_vSetDefaultFontSupported
       1094  43E 00005CA0 IsXEPATHOBJ_vConstructHPATHSupported
       1095  43F 00005CA0 IsXEPATHOBJ_vDestructSupported
       1096  440 00005CA0 IsZombieCursorSupported
       1097  441 00005CA0 Is_AssertMagInputLockOutSupported
       1098  442 00005CA0 Is_DestroyMenuSupported
       1099  443 00005CA0 Is_FreeGestureInfoSupported
       1100  444 00005CA0 Is_FreeTouchInputInfoSupported
       1101  445 00005CA0 Is_GetProcessWindowStationSupported
       1102  446 00005CA0 Is_GetTopLevelWindowSupported
         15  447 00005CA0 Is_MonitorFromPointSupported
         16  448 00005CA0 Is_MonitorFromRectSupported
       1103  449 00005CA0 Is_PostMessageSupported
       1104  44A 00005CA0 Is_UnregisterDManipHookSupported
       1105  44B 00005CA0 Is_UnregisterUserApiHookSupported
       1106  44C 00005CA0 Is_WOWCleanupSupported
       1107  44D 00005CA0 IsbDeleteFontSupported
       1108  44E 00005CA0 IsbEnableFontDriverSupported
       1109  44F 00005CA0 IsbInitFontTablesSupported
       1110  450 00005CA0 IsbInitRedirDevSupported
       1111  451 00005CA0 IsbInitStockFontsSupported
       1112  452 00005CA0 IsbInitializeEUDCSupported
       1113  453 00005CA0 IsbSetDevDragRectSupported
       1114  454 00005CA0 IsbSpEnableSpritesSupported
       1115  455 00005CA0 IshfontCreateSupported
       1116  456 00005CA0 IsvAccNotifyDeleteSurfaceSupported
       1117  457 00005CA0 IsvCleanupFontsSupported
       1118  458 00005CA0 IsvCleanupMetaTypeSupported
       1119  459 00005CA0 IsvCleanupOwnedRedirectionDeviceBitmapsSupported
       1120  45A 00005CA0 IsvCleanupPrivateFontsSupported
       1121  45B 00005CA0 IsvCleanupUMWindowlessSpriteSupported
       1122  45C 00005CA0 IsvConvertLogFontWSupported
       1123  45D 00005CA0 IsvDisableSynchronizeSupported
       1124  45E 00005CA0 IsvEnableSynchronizeSupported
       1125  45F 00005CA0 IsvGetJpn98FixPitchSupported
       1126  460 00005CA0 IsvInitFontMapperFamilyFallbackTableSupported
       1127  461 00005CA0 IsvInitFontSubTableSupported
       1128  462 00005CA0 IsvInitFontsDirectoryNameInformationSupported
       1129  463 00005CA0 IsvInitMapperSupported
       1130  464 00005CA0 IsvMirrorIncludeNotifySupported
       1131  465 00005CA0 IsvNetworkedFontFileCleanupSupported
       1132  466 00005CA0 IsvRestorePathSupported
       1133  467 00005CA0 IsvSpDisableSpritesSupported
       1134  468 00005CA0 IsvSpDwmMigrateLSurfShapeReferenceSupported
       1135  469 00005CA0 IsvSpDwmMigrateSpriteLSurfReferenceSupported
       1136  46A 00005CA0 IsvSpDynamicModeChangeSupported
       1137  46B 00005CA0 IsvSpUnTearDownSpritesSupported
       1138  46C 00005CA0 IsvTrustedFontFileTableCleanupSupported
       1139  46D 00005CA0 IsvUnmapRemoteFontsSupported
       1140  46E 00005CA0 IsxxxBroadcastDisplaySettingsChangeSupported
       1141  46F 00005CA0 IsxxxBroadcastModernAppRedrawSupported
       1142  470 00005CA0 IsxxxCancelTrackingForThreadSupported
       1143  471 00005CA0 IsxxxCleanupAndFreeDdeConvSupported
       1144  472 00005CA0 IsxxxCleanupThreadPointerInputInfoSupported
       1145  473 00005CA0 IsxxxClientMonitorEnumProcSupported
       1146  474 00005CA0 IsxxxClientThreadSetupSupported
       1147  475 00005CA0 IsxxxCloseClipboardSupported
       1148  476 00005CA0 IsxxxDesktopThreadSupported
       1149  477 00005CA0 IsxxxDesktopsRecalcAndBroadcastDisplayChangeSupported
       1150  478 00005CA0 IsxxxDestroyThreadDDEObjectSupported
       1151  479 00005CA0 IsxxxDestroyWindowSupported
       1152  47A 00005CA0 IsxxxDwmStopRedirectionSupported
       1153  47B 00005CA0 IsxxxEndMenuLoopSupported
       1154  47C 00005CA0 IsxxxFlushPaletteSupported
       1155  47D 00005CA0 IsxxxFullScreenCleanupSupported
       1156  47E 00005CA0 IsxxxHandleHealthyThreadSupported
       1157  47F 00005CA0 IsxxxInternalInvalidateSupported
       1158  480 00005CA0 IsxxxMNCloseHierarchySupported
       1159  481 00005CA0 IsxxxMNEndMenuStateInternalSupported
       1160  482 00005CA0 IsxxxMNEndMenuStateSupported
       1161  483 00005CA0 IsxxxPlayEventSoundSupported
       1162  484 00005CA0 IsxxxProcessHidInputSupported
       1163  485 00005CA0 IsxxxRefreshDisplayOrientationSupported
       1164  486 00005CA0 IsxxxRemoteConsoleShadowStartSupported
       1165  487 00005CA0 IsxxxResolveDesktopSupported
       1166  488 00005CA0 IsxxxRestoreCsrssThreadDesktopSupported
       1167  489 00005CA0 IsxxxSendMessageBSMSupported
       1168  48A 00005CA0 IsxxxSendNotifyMessageSupported
       1169  48B 00005CA0 IsxxxSetCsrssThreadDesktopSupported
       1170  48C 00005CA0 IsxxxSetForegroundThreadSupported
       1171  48D 00005CA0 IsxxxSetInformationThreadSupported
       1172  48E 00005CA0 IsxxxSetProcessWindowStationSupported
       1173  48F 00005CA0 IsxxxUnlockMenuStateSupported
       1174  490 00005CA0 IsxxxUpdateInputHangInfoSupported
       1175  491 00005CA0 IsxxxUserReinitializeAutoRotationSupported
       1176  492 00005CA0 IsxxxUserResetDisplayDeviceSupported
       1177  493 00005CA0 IsxxxWindowEventSupported
       1178  494 00005CA0 IszzzCalcStartCursorHideSupported
       1179  495 00005CA0 IszzzResetSharedDesktopsSupported
       1180  496 00005CA0 IszzzSetDesktopSupported
       1181  497 00005CA0 IszzzUpdateCursorImageSupported
       1182  498 0012A4F0 LW_BrushInit
       1183  499 00127120 LeaveEditionCrit
       1184  49A 000700A0 LockQCursor
       1185  49B 001FA130 MNFlushDestroyedPopups
       1186  49C 001FA360 MNUnlinkDelayedFreePopups
       1187  49D 0010A700 MSGSQMRemoveProcess
       1188  49E 0012C850 MagContextDestroy
       1189  49F 0012CBE0 MagContextInitialize
       1190  4A0 001BC280 MagContextThreadCallout
       1191  4A1 000D5D60 MagpRevokeInputTransfrom
       1192  4A2 0005F390 MapDesktop
       1193  4A3 00005CA0 ModerncoreAtomTable
       1194  4A4 0005BB70 ModerncorePowerDimMonitor
       1195  4A5 0005BB70 ModerncorePowerOffMonitor
       1196  4A6 0005BB70 ModerncorePowerOnMonitor
       1197  4A7 0005BB70 ModerncorePowerUnDimMonitor
       1198  4A8 0005BB70 ModerncoreUserPowerInfoCallout
       1199  4A9 000FFE80 MonitorAPIProcessTerminating
       1200  4AA 00289F00 MulDestroyBrushInternal
       1201  4AB 00289F60 MulGetAdditionalFunctionTable
       1202  4AC 00289F80 MulProcessChildRedirectionDfbSurfaces
       1203  4AD 0028A030 MulProcessChildRedirectionDfbSurfaces2
       1204  4AE 0028A0D0 MulReplaceRedirectionChild
       1205  4AF 0012BEC0 MultiUserCleanupPathAlloc
       1206  4B0 0012C6F0 MultiUserGreDeleteScripts
       1207  4B1 00260A00 NtGdiAbortDoc
       1208  4B2 00290650 NtGdiAbortPath
       1209  4B3 00260A20 NtGdiAddEmbFontToDC
       1210  4B4 00291010 NtGdiAddFontMemResourceEx
       1211  4B5 00101170 NtGdiAddFontResourceW
       1212  4B6 000D19E0 NtGdiAddInitialFonts
       1213  4B7 0026E9D0 NtGdiAddRemoteFontToDC
       1214  4B8 00260B70 NtGdiAddRemoteMMInstanceToDC
       1215  4B9 000979B0 NtGdiAlphaBlend
       1216  4BA 00291190 NtGdiAngleArc
       1217  4BB 00119060 NtGdiAnyLinkedFonts
       1218  4BC 00294340 NtGdiArcInternal
       1219  4BD 00294FD0 NtGdiBRUSHOBJ_DeleteRbrush
       1220  4BE 002950D0 NtGdiBRUSHOBJ_hGetColorTransform
       1221  4BF 00295140 NtGdiBRUSHOBJ_pvAllocRbrush
       1222  4C0 002951C0 NtGdiBRUSHOBJ_pvGetRbrush
       1223  4C1 000B2C70 NtGdiBRUSHOBJ_ulGetBrushColor
       1224  4C2 00086CD0 NtGdiBeginGdiRendering
       1225  4C3 0013F500 NtGdiBeginPath
       1226  4C4 0009D800 NtGdiBitBlt
       1227  4C5 00295230 NtGdiCLIPOBJ_bEnum
       1228  4C6 00295370 NtGdiCLIPOBJ_cEnumStart
       1229  4C7 00295460 NtGdiCLIPOBJ_ppoGetPath
       1230  4C8 00291240 NtGdiCancelDC
       1231  4C9 002912C0 NtGdiChangeGhostFont
       1232  4CA 00298F90 NtGdiCheckBitmapBits
       1233  4CB 0011C2A0 NtGdiClearBitmapAttributes
       1234  4CC 00005CA0 NtGdiClearBrushAttributes
       1235  4CD 00135430 NtGdiCloseFigure
       1236  4CE 002991B0 NtGdiColorCorrectPalette
       1237  4CF 0014EB90 NtGdiCombineRgn
       1238  4D0 000EDDE0 NtGdiCombineTransform
       1239  4D1 001021F0 NtGdiComputeXformCoefficients
       1240  4D2 0014EBB0 NtGdiConfigureOPMProtectedOutput
       1241  4D3 00299C10 NtGdiConvertMetafileRect
       1242  4D4 000FA670 NtGdiCreateBitmap
       1243  4D5 00291340 NtGdiCreateBitmapFromDxSurface
       1244  4D6 00003ED0 NtGdiCreateBitmapFromDxSurface2
       1245  4D7 0010B500 NtGdiCreateClientObj
       1246  4D8 0014EBD0 NtGdiCreateColorSpace
       1247  4D9 00299390 NtGdiCreateColorTransform
       1248  4DA 00102AD0 NtGdiCreateCompatibleBitmap
       1249  4DB 0014EBF0 NtGdiCreateCompatibleDC
       1250  4DC 001482A0 NtGdiCreateDIBBrush
       1251  4DD 0009F380 NtGdiCreateDIBSection
       1252  4DE 000A21C0 NtGdiCreateDIBitmapInternal
       1253  4DF 00282710 NtGdiCreateEllipticRgn
       1254  4E0 0011F880 NtGdiCreateHalftonePalette
       1255  4E1 0029A080 NtGdiCreateHatchBrushInternal
       1256  4E2 0014EC10 NtGdiCreateMetafileDC
       1257  4E3 0014EC30 NtGdiCreateOPMProtectedOutput
       1258  4E4 0014EC50 NtGdiCreateOPMProtectedOutputs
       1259  4E5 00118160 NtGdiCreatePaletteInternal
       1260  4E6 00128250 NtGdiCreatePatternBrushInternal
       1261  4E7 000FA140 NtGdiCreatePen
       1262  4E8 0014EC70 NtGdiCreateRectRgn
       1263  4E9 0012CCE0 NtGdiCreateRoundRectRgn
       1264  4EA 000082A0 NtGdiCreateServerMetaFile
       1265  4EB 00103610 NtGdiCreateSessionMappedDIBSection
       1266  4EC 0011CAE0 NtGdiCreateSolidBrush
       1267  4ED 002563A0 NtGdiDDCCIGetCapabilitiesString
       1268  4EE 002563D0 NtGdiDDCCIGetCapabilitiesStringLength
       1269  4EF 00256430 NtGdiDDCCIGetTimingReport
       1270  4F0 002564A0 NtGdiDDCCIGetVCPFeature
       1271  4F1 00256570 NtGdiDDCCISaveCurrentSettings
       1272  4F2 002565E0 NtGdiDDCCISetVCPFeature
       1273  4F3 0025BDB0 NtGdiDdCreateFullscreenSprite
       1274  4F4 000F7FA0 NtGdiDdDDICreateDCFromMemory
       1275  4F5 00112C80 NtGdiDdDDIDestroyDCFromMemory
       1276  4F6 0025BDD0 NtGdiDdDDIGetPresentQueueEvent
       1277  4F7 0025BE80 NtGdiDdDDISharedPrimaryLockNotification
       1278  4F8 0025BF10 NtGdiDdDDISharedPrimaryUnLockNotification
       1279  4F9 0025BF70 NtGdiDdDestroyFullscreenSprite
       1280  4FA 0025BF90 NtGdiDdNotifyFullscreenSpriteUpdate
       1281  4FB 0025BFB0 NtGdiDdQueryVisRgnUniqueness
       1282  4FC 00114CC0 NtGdiDeleteClientObj
       1283  4FD 0014EC90 NtGdiDeleteColorSpace
       1284  4FE 002996F0 NtGdiDeleteColorTransform
       1285  4FF 0014ECB0 NtGdiDeleteObjectApp
       1286  500 00291370 NtGdiDescribePixelFormat
       1287  501 0014ECD0 NtGdiDestroyOPMProtectedOutput
       1288  502 00256380 NtGdiDestroyPhysicalMonitor
       1289  503 0010E5A0 NtGdiDoBanding
       1290  504 00105420 NtGdiDoPalette
       1291  505 00291410 NtGdiDrawEscape
       1292  506 0008A240 NtGdiDrawStream
       1293  507 0014D020 NtGdiDwmCreatedBitmapRemotingOutput
       1294  508 002512B0 NtGdiEllipse
       1295  509 000D1D30 NtGdiEnableEudc
       1296  50A 0012CA40 NtGdiEndDoc
       1297  50B 00086D60 NtGdiEndGdiRendering
       1298  50C 00260DC0 NtGdiEndPage
       1299  50D 0013FB40 NtGdiEndPath
       1300  50E 002954D0 NtGdiEngAlphaBlend
       1301  50F 0011E4A0 NtGdiEngAssociateSurface
       1302  510 0013C700 NtGdiEngBitBlt
       1303  511 00295740 NtGdiEngCheckAbort
       1304  512 002957E0 NtGdiEngComputeGlyphSet
       1305  513 0013C4A0 NtGdiEngCopyBits
       1306  514 00123CD0 NtGdiEngCreateBitmap
       1307  515 002958B0 NtGdiEngCreateClip
       1308  516 00295910 NtGdiEngCreateDeviceBitmap
       1309  517 00123E10 NtGdiEngCreateDeviceSurface
       1310  518 0011FCD0 NtGdiEngCreatePalette
       1311  519 00295960 NtGdiEngDeleteClip
       1312  51A 0012C260 NtGdiEngDeletePalette
       1313  51B 002959F0 NtGdiEngDeletePath
       1314  51C 001251B0 NtGdiEngDeleteSurface
       1315  51D 00295A80 NtGdiEngEraseSurface
       1316  51E 00295BF0 NtGdiEngFillPath
       1317  51F 00295DF0 NtGdiEngGradientFill
       1318  520 00296210 NtGdiEngLineTo
       1319  521 00122F80 NtGdiEngLockSurface
       1320  522 001260F0 NtGdiEngMarkBandingSurface
       1321  523 00296410 NtGdiEngPaint
       1322  524 002965B0 NtGdiEngPlgBlt
       1323  525 000B30C0 NtGdiEngStretchBlt
       1324  526 0013CD00 NtGdiEngStretchBltROP
       1325  527 002969F0 NtGdiEngStrokeAndFillPath
       1326  528 00296CD0 NtGdiEngStrokePath
       1327  529 000B2D90 NtGdiEngTextOut
       1328  52A 00296F70 NtGdiEngTransparentBlt
       1329  52B 00126650 NtGdiEngUnlockSurface
       1330  52C 00291570 NtGdiEnsureDpiDepDefaultGuiFontForPlateau
       1331  52D 000A8750 NtGdiEnumFonts
       1332  52E 0029B450 NtGdiEnumObjects
       1333  52F 0014ECF0 NtGdiEqualRgn
       1334  530 0027CB50 NtGdiEudcLoadUnloadLink
       1335  531 0007B080 NtGdiExcludeClipRect
       1336  532 00146EE0 NtGdiExtCreatePen
       1337  533 0014ED10 NtGdiExtCreateRegion
       1338  534 000B6900 NtGdiExtEscape
       1339  535 0012FA90 NtGdiExtFloodFill
       1340  536 00086E80 NtGdiExtGetObjectW
       1341  537 0008D570 NtGdiExtSelectClipRgn
       1342  538 000856F0 NtGdiExtTextOutW
       1343  539 002971B0 NtGdiFONTOBJ_cGetAllGlyphHandles
       1344  53A 002972C0 NtGdiFONTOBJ_cGetGlyphs
       1345  53B 00297500 NtGdiFONTOBJ_pQueryGlyphAttrs
       1346  53C 00297650 NtGdiFONTOBJ_pfdg
       1347  53D 000B2B30 NtGdiFONTOBJ_pifi
       1348  53E 002977A0 NtGdiFONTOBJ_pvTrueTypeFontFile
       1349  53F 000B9280 NtGdiFONTOBJ_pxoGetXform
       1350  540 002978B0 NtGdiFONTOBJ_vGetInfo
         17  541 00132090 NtGdiFastPolyPolyline
       1351  542 00135130 NtGdiFillPath
       1352  543 00132C10 NtGdiFillRgn
       1353  544 002906F0 NtGdiFlattenPath
       1354  545 0014ED30 NtGdiFlush
       1355  546 0008EC40 NtGdiFlushUserBatch
       1356  547 00122440 NtGdiFontIsLinked
       1357  548 000FB830 NtGdiForceUFIMapping
       1358  549 00282920 NtGdiFrameRgn
       1359  54A 001FAEF0 NtGdiFullscreenControl
       1360  54B 000D0090 NtGdiGetAndSetDCDword
       1361  54C 000A16D0 NtGdiGetAppClipBox
       1362  54D 0007F940 NtGdiGetBitmapBits
       1363  54E 00291590 NtGdiGetBitmapDimension
       1364  54F 002915E0 NtGdiGetBitmapDpiScaleValue
       1365  550 000E3950 NtGdiGetBoundsRect
       1366  551 0014ED50 NtGdiGetCOPPCompatibleOPMInformation
       1367  552 0014ED70 NtGdiGetCertificate
       1368  553 0014ED90 NtGdiGetCertificateByHandle
       1369  554 0014EDB0 NtGdiGetCertificateSize
       1370  555 0014EDD0 NtGdiGetCertificateSizeByHandle
       1371  556 00102B20 NtGdiGetCharABCWidthsW
       1372  557 000253D0 NtGdiGetCharSet
       1373  558 001129A0 NtGdiGetCharWidthInfo
       1374  559 00101C50 NtGdiGetCharWidthW
       1375  55A 00291600 NtGdiGetCharacterPlacementW
       1376  55B 00291BB0 NtGdiGetColorAdjustment
       1377  55C 0029B770 NtGdiGetColorSpaceforBitmap
       1378  55D 0014EDF0 NtGdiGetCurrentDpiInfo
       1379  55E 0014B4A0 NtGdiGetDCDpiScaleValue
       1380  55F 000DF040 NtGdiGetDCDword
       1381  560 000848F0 NtGdiGetDCObject
       1382  561 00100190 NtGdiGetDCPoint
       1383  562 000FB450 NtGdiGetDCforBitmap
       1384  563 000881D0 NtGdiGetDIBitsInternal
       1385  564 0014EE10 NtGdiGetDeviceCaps
       1386  565 0014EE30 NtGdiGetDeviceCapsAll
       1387  566 00299710 NtGdiGetDeviceGammaRamp
       1388  567 00291C00 NtGdiGetDeviceWidth
       1389  568 002979D0 NtGdiGetDhpdev
       1390  569 00138950 NtGdiGetETM
       1391  56A 00291C50 NtGdiGetEmbUFI
       1392  56B 00291DB0 NtGdiGetEmbedFonts
       1393  56C 0027CD20 NtGdiGetEudcTimeStampEx
       1394  56D 000AE2B0 NtGdiGetFontData
       1395  56E 0029C860 NtGdiGetFontFileData
       1396  56F 0011CF90 NtGdiGetFontFileInfo
       1397  570 00291DF0 NtGdiGetFontResourceInfoInternalW
       1398  571 0010C520 NtGdiGetFontUnicodeRanges
       1399  572 00107CD0 NtGdiGetGlyphIndicesW
       1400  573 00107D00 NtGdiGetGlyphIndicesWInternal
       1401  574 000EF3C0 NtGdiGetGlyphOutline
       1402  575 00138E10 NtGdiGetKerningPairs
       1403  576 00105760 NtGdiGetLinkedUFIs
       1404  577 001474C0 NtGdiGetMiterLimit
       1405  578 00258200 NtGdiGetMonitorID
       1406  579 0011E970 NtGdiGetNearestColor
       1407  57A 00144D70 NtGdiGetNearestPaletteIndex
       1408  57B 0012BAD0 NtGdiGetNumberOfPhysicalMonitors
       1409  57C 0014EE50 NtGdiGetOPMInformation
       1410  57D 0014EE70 NtGdiGetOPMRandomNumber
       1411  57E 00292030 NtGdiGetObjectBitmapHandle
       1412  57F 000ADE60 NtGdiGetOutlineTextMetricsInternalW
       1413  580 002907B0 NtGdiGetPath
       1414  581 00112470 NtGdiGetPerBandInfo
       1415  582 00256600 NtGdiGetPhysicalMonitorDescription
       1416  583 00256710 NtGdiGetPhysicalMonitors
       1417  584 000965B0 NtGdiGetPixel
       1418  585 000D5E30 NtGdiGetProcessSessionFonts
       1419  586 00117360 NtGdiGetPublicFontTableChangeCookie
       1420  587 0008D590 NtGdiGetRandomRgn
       1421  588 00292090 NtGdiGetRasterizerCaps
       1422  589 000914F0 NtGdiGetRealizationInfo
       1423  58A 0014EE90 NtGdiGetRegionData
       1424  58B 0014EEB0 NtGdiGetRgnBox
       1425  58C 0029AF70 NtGdiGetServerMetaFileBits
       1426  58D 00005CA0 NtGdiGetSpoolMessage
       1427  58E 0014EED0 NtGdiGetStats
       1428  58F 0027CE80 NtGdiGetStringBitmapW
       1429  590 0014EEF0 NtGdiGetSuggestedOPMProtectedOutputArraySize
       1430  591 00122C60 NtGdiGetSystemPaletteUse
       1431  592 000254C0 NtGdiGetTextCharsetInfo
       1432  593 00292130 NtGdiGetTextExtent
       1433  594 000911E0 NtGdiGetTextExtentExW
       1434  595 000282A0 NtGdiGetTextFaceW
       1435  596 000A7780 NtGdiGetTextMetricsW
       1436  597 00089A50 NtGdiGetTransform
       1437  598 000FFB60 NtGdiGetUFI
       1438  599 002922D0 NtGdiGetUFIPathname
       1439  59A 000AD830 NtGdiGetWidthTable
       1440  59B 0007A5E0 NtGdiGradientFill
       1441  59C 0007E700 NtGdiHLSurfGetInformation
       1442  59D 000788B0 NtGdiHLSurfSetInformation
       1443  59E 00297A10 NtGdiHT_Get8BPPFormatPalette
       1444  59F 00144710 NtGdiHT_Get8BPPMaskPalette
       1445  5A0 000E5B40 NtGdiHfontCreate
       1446  5A1 002997B0 NtGdiIcmBrushInfo
       1447  5A2 0014EF10 NtGdiInit
       1448  5A3 002603F0 NtGdiInitSpool
       1449  5A4 000FBAA0 NtGdiIntersectClipRect
       1450  5A5 00131830 NtGdiInvertRgn
       1451  5A6 000E2DE0 NtGdiLineTo
       1452  5A7 00292720 NtGdiMakeFontDir
       1453  5A8 0011F950 NtGdiMakeInfoDC
       1454  5A9 00113190 NtGdiMakeObjectUnXferable
       1455  5AA 001081B0 NtGdiMakeObjectXferable
       1456  5AB 00077800 NtGdiMaskBlt
       1457  5AC 00292940 NtGdiMirrorWindowOrg
       1458  5AD 000B0EB0 NtGdiModifyWorldTransform
       1459  5AE 0029A0A0 NtGdiMonoBitmap
       1460  5AF 00292980 NtGdiMoveTo
       1461  5B0 00117DD0 NtGdiOffsetClipRgn
       1462  5B1 0014EF30 NtGdiOffsetRgn
       1463  5B2 0014EF50 NtGdiOpenDCW
       1464  5B3 00297AC0 NtGdiPATHOBJ_bEnum
